RMOWNHH,OMB13CBSA,DIVISION,HHSEX,HHMAR,HHCITSHP,HHAGE,HHRACE,HHGRAD,NUMPEOPLE,HINCP
'2','99998','8','2','1','1',35,'01','44',2,77000
'-6','99998','4','2','6','1',34,'01','44',1,37800
'-6','99998','8','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','5',36,'01','45',3,190000
'-6','99998','3','2','6','1',38,'01','44',1,80000
'-6','99998','3','1','1','1',54,'01','43',5,232000
'-6','99998','3','2','1','1',70,'01','36',2,1480
'-6','99998','8','2','1','4',45,'01','45',4,64800
'1','99998','3','1','6','1',32,'01','36',1,26000
'-6','99998','8','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','3','1','6','1',27,'01','44',1,35000
'-6','99998','3','2','4','1',72,'01','39',1,24200
'-6','99998','8','1','4','1',34,'01','43',1,60000
'-6','99998','3','2','1','4',60,'01','39',2,56000
'-6','99998','3','2','1','1',45,'01','43',2,136000
'-6','99998','8','2','1','1',43,'01','44',5,375000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','4','1','6','1',22,'01','40',2,57000
'-6','99999','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','1','1','1',75,'01','39',2,43800
'-6','47900','5','1','1','4',62,'02','44',6,106000
'-6','47900','5','1','1','4',52,'01','44',4,150000
'-6','47900','5','1','1','1',85,'01','45',2,140000
'-6','47900','5','2','2','4',41,'04','44',1,90000
'-6','99998','9','2','6','4',50,'04','39',2,9400
'-6','47900','5','2','1','1',64,'01','41',3,449000
'-6','47900','5','1','1','1',33,'01','45',5,199600
'-6','99999','9','1','1','1',71,'01','47',4,103000
'2','47900','5','1','6','4',30,'04','39',3,152000
'-6','47900','5','1','1','1',47,'01','44',5,306000
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','47900','5','1','1','1',47,'01','44',4,246300
'-6','99998','6','1','4','1',69,'01','40',1,82000
'-6','99998','9','2','1','1',48,'01','44',3,41600
'2','99998','9','1','1','4',42,'01','44',4,145000
'-6','47900','5','2','6','5',39,'01','40',2,50000
'2','47900','5','1','1','4',37,'04','44',5,167600
'-6','99999','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','1','1',36,'01','44',5,57200
'-6','47900','5','2','1','5',37,'01','39',4,32000
'1','47900','5','2','6','3',26,'02','44',2,146000
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','47900','5','1','1','1',33,'01','47',4,97000
'2','47900','5','2','6','1',27,'01','44',2,104000
'-6','99998','9','2','4','1',65,'01','39',1,17420
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','2','6','1',35,'01','47',1,128000
'-6','47900','5','1','6','4',35,'04','43',4,199720
'-6','99998','4','1','1','1',41,'01','39',4,105000
'-6','99998','4','2','6','1',59,'01','42',1,15600
'-6','99998','4','2','1','4',50,'01','39',6,170000
'-6','99999','9','1','1','1',76,'01','47',2,59400
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','47900','5','2','1','4',45,'04','40',3,226000
'-6','47900','5','1','6','1',24,'01','44',2,139000
'-6','47900','5','1','1','1',58,'01','44',2,277000
'-6','47900','5','1','3','1',85,'01','44',1,101200
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','9','1','1','1',20,'01','41',3,60000
'2','47900','5','1','6','1',29,'01','44',1,88000
'2','47900','5','1','6','1',23,'04','39',4,40800
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','3','1',70,'01','40',1,64300
'-6','47900','5','1','1','5',41,'01','32',6,48000
'2','47900','5','2','6','5',24,'04','45',2,98000
'-6','47900','5','1','1','1',57,'01','39',2,227000
'2','47900','5','2','1','5',38,'04','44',4,100000
'1','47900','5','2','4','1',44,'01','43',4,116700
'-6','47900','5','2','1','4',45,'04','44',5,236500
'-6','47900','5','2','6','3',29,'02','42',5,51000
'-6','99999','9','1','1','1',39,'01','40',2,153000
'-6','47900','5','1','6','1',41,'01','45',1,60000
'-6','47900','5','1','1','1',56,'01','44',2,150200
'-6','99998','5','2','5','1',76,'01','40',2,29600
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','47900','5','1','4','1',71,'02','45',3,113000
'-6','99998','4','2','3','1',62,'01','45',1,102200
'-6','99999','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','1','1',57,'01','39',2,90000
'-6','47900','5','1','1','1',34,'01','44',5,162000
'-6','47900','5','1','1','4',48,'04','39',4,109000
'-6','99998','9','1','6','1',62,'01','40',1,25000
'2','99998','9','2','4','5',53,'01','31',3,4200
'-6','47900','5','1','5','1',55,'01','45',1,130500
'-6','47900','5','1','1','4',49,'04','44',4,169750
'-6','47900','5','1','1','1',30,'01','45',3,140400
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','2','6','1',65,'03','40',1,9600
'-6','99999','9','1','1','1',75,'01','39',2,27300
'-6','47900','5','2','6','1',57,'02','44',1,90000
'2','47900','5','1','1','1',32,'01','45',2,143000
'1','47900','5','1','2','1',36,'01','44',3,177500
'-6','47900','5','1','5','1',73,'01','45',1,105000
'-6','47900','5','1','1','1',58,'01','39',2,95500
'-6','47900','5','2','3','1',80,'01','44',1,43000
'2','47900','5','1','1','4',67,'04','39',2,83000
'-6','99998','5','2','1','1',67,'02','42',2,59700
'-6','47900','5','1','6','4',50,'14','47',1,57000
'-6','99999','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-9','99998','6','2','1','1',45,'01','44',4,56500
'-6','47900','5','2','3','1',80,'01','40',1,54000
'-6','47900','5','2','6','1',56,'01','40',1,130000
'2','47900','5','1','1','1',31,'01','45',2,213300
'-6','47900','5','1','1','1',78,'01','40',2,70000
'-6','47900','5','1','1','1',51,'04','44',5,67500
'-6','47900','5','1','1','1',57,'02','45',2,197000
'2','99998','4','1','6','1',35,'01','40',3,332000
'-6','99999','9','2','6','1',71,'01','44',2,25750
'1','47900','5','2','6','4',52,'01','39',3,75500
'-6','47900','5','2','1','1',71,'01','42',2,95000
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','47900','5','1','1','1',62,'01','47',2,217000
'-6','47900','5','2','6','4',51,'01','40',1,34000
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','1','6','1',54,'01','44',1,50000
'-6','99998','7','1','1','1',73,'01','38',2,66000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','1','1','1',56,'01','45',4,89000
'1','99998','5','2','4','1',44,'01','44',2,62000
'-6','99998','5','2','4','1',45,'01','40',4,45600
'-6','99998','5','2','6','1',27,'02','38',3,7200
'-6','99998','5','1','4','1',42,'01','42',1,0
'-6','99998','5','2','3','4',66,'02','38',1,19700
'1','99998','7','2','6','1',29,'02','42',3,30000
'2','99998','5','2','5','5',36,'01','44',4,7200
'-6','99998','2','2','4','1',64,'01','44',1,3800
'-6','99998','5','2','1','1',23,'01','39',4,26000
'1','99998','5','1','1','1',37,'01','44',3,88000
'-6','99999','5','2','3','1',78,'01','34',1,24000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','5','1','6','1',25,'04','39',1,31000
'-6','99998','7','1','6','1',23,'01','40',1,0
'-6','99998','5','2','3','1',80,'01','44',1,42470
'-6','99999','5','2','1','1',75,'01','35',2,26600
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','5','1','4','1',55,'01','43',1,15000
'2','99998','5','1','4','1',58,'02','39',2,26300
'-6','99998','7','1','3','1',80,'02','40',2,36800
'2','99998','7','2','6','1',27,'02','44',3,0
'-6','99998','7','2','1','1',48,'01','40',4,136400
'-6','99998','7','1','1','1',67,'01','40',2,133600
'-6','99998','5','2','3','1',57,'01','40',1,37000
'-6','99998','7','1','6','1',29,'02','43',1,70000
'-6','99999','5','1','6','1',65,'01','44',1,18220
'1','99998','7','2','6','1',60,'02','39',1,8000
'-6','99998','5','2','3','1',85,'01','39',1,16100
'-6','99998','5','1','1','1',53,'01','44',4,343400
'2','99998','7','2','6','1',37,'02','34',6,18600
'1','99998','7','2','1','1',34,'06','39',3,127000
'-6','99998','5','2','4','1',63,'01','39',1,12500
'2','99998','5','1','1','1',35,'01','43',2,131000
'-6','99999','5','1','1','1',78,'01','41',2,7000
'-6','99998','5','2','1','1',43,'01','42',2,40000
'2','99998','5','2','6','1',38,'01','36',5,13400
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','5','2','4','1',39,'02','42',3,20000
'-6','42660','9','2','6','1',37,'02','35',2,22500
'-6','42660','9','1','6','1',35,'02','40',2,60000
'-6','42660','9','2','6','4',41,'01','44',1,72000
'-6','42660','9','2','1','1',42,'07','44',6,73500
'-6','42660','9','2','1','1',48,'01','44',4,179000
'-6','42660','9','1','1','1',43,'01','44',4,154130
'-6','12060','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','2','3','1',63,'01','41',1,26400
'-6','42660','9','2','1','1',48,'01','39',3,120000
'-6','42660','9','2','1','1',49,'01','44',3,96000
'2','42660','9','2','2','1',52,'01','40',1,47000
'2','42660','9','1','6','1',26,'01','45',1,60000
'1','12060','5','1','1','1',26,'01','41',3,35000
'-6','12060','5','1','6','1',73,'01','45',1,41950
'-6','12060','5','2','1','1',71,'01','39',2,76100
'2','12060','5','2','3','1',71,'01','39',2,19500
'-6','99998','5','1','3','1',64,'02','36',1,9000
'-6','42660','9','2','1','1',71,'01','40',2,114000
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','1','1','3',51,'04','38',6,480000
'-6','42660','9','1','4','1',47,'01','40',1,60000
'-6','42660','9','1','1','1',76,'01','40',2,187000
'-6','12060','5','2','6','1',27,'02','41',3,70000
'-6','99998','5','1','1','1',71,'01','40',2,102600
'-6','12060','5','2','4','1',52,'01','45',2,16000
'-6','42660','9','2','4','1',58,'01','40',1,70050
'-6','42660','9','1','4','1',59,'01','39',1,1500
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','1','1','1',80,'04','44',2,62450
'-6','42660','9','2','1','1',57,'01','39',2,93000
'-6','42660','9','1','1','1',58,'01','46',3,90000
'-6','42660','9','2','1','1',59,'01','44',2,150000
'-6','42660','9','2','6','1',31,'01','43',3,85604
'-6','99998','5','2','3','1',47,'01','40',3,60000
'2','99998','5','2','6','1',28,'01','44',1,9600
'-6','12060','5','1','1','1',54,'02','45',2,511000
'-6','42660','9','2','4','1',58,'01','36',1,72000
'2','42660','9','1','1','4',41,'01','41',5,90000
'-6','42660','9','2','4','1',79,'01','39',1,30000
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','12060','5','2','1','1',47,'01','44',5,48600
'-6','12060','5','1','1','1',65,'01','39',6,232700
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','42660','9','1','4','1',62,'02','40',2,3900
'-6','42660','9','1','1','4',54,'01','39',5,211000
'-6','42660','9','2','1','1',64,'01','42',2,35100
'-6','42660','9','2','2','1',58,'01','44',3,6000
'-6','12060','5','2','1','1',54,'01','40',4,120000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','12060','5','1','1','1',47,'01','39',2,80000
'-6','42660','9','2','6','1',60,'01','39',1,22000
'2','42660','9','1','1','1',23,'02','39',4,48000
'-6','42660','9','2','1','1',63,'01','43',2,70020
'-6','42660','9','1','1','1',79,'01','44',2,133000
'-6','12060','5','2','3','1',80,'01','41',1,18380
'-6','12060','5','1','1','1',66,'01','40',3,55700
'2','99998','5','1','1','1',27,'01','44',2,35000
'2','12060','5','2','4','1',48,'02','42',1,48000
'-6','42660','9','2','4','1',58,'01','40',2,48000
'-6','42660','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','42660','9','2','3','1',78,'01','40',1,22000
'2','42660','9','1','6','1',26,'01','44',1,84000
'-6','99998','5','2','6','1',29,'01','45',2,0
'-6','99998','5','1','1','1',77,'01','45',2,28700
'-6','12060','5','1','6','1',48,'02','38',2,45000
'2','42660','9','1','6','1',55,'01','39',2,11300
'-6','42660','9','1','3','1',85,'01','39',1,40000
'-6','42660','9','1','5','1',47,'01','39',3,72500
'-6','42660','9','1','1','1',69,'01','45',2,98700
'2','42660','9','2','4','2',40,'05','39',4,174000
'-6','42660','9','1','1','1',75,'01','40',2,66000
'-6','12060','5','1','1','1',45,'01','44',4,79000
'-6','99998','5','2','6','1',38,'02','44',3,88200
'-6','42660','9','1','6','1',78,'01','39',1,9980
'2','42660','9','1','6','1',34,'01','40',1,60000
'2','42660','9','1','6','5',24,'01','43',1,50000
'-6','42660','9','2','1','1',80,'01','40',3,120200
'-6','42660','9','1','1','1',75,'01','40',3,132454
'-6','42660','9','2','1','1',37,'01','44',4,130000
'-6','42660','9','2','4','1',55,'01','40',1,72000
'2','42660','9','2','1','1',66,'01','45',3,216000
'-6','12060','5','1','1','1',27,'01','39',2,65200
'2','99998','5','1','6','1',22,'01','40',1,25000
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','16980','3','2','3','1',72,'01','43',2,36000
'-6','99999','3','1','1','1',58,'01','44',4,232000
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','16980','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','16980','3','1','4','1',72,'01','38',2,152500
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99999','3','1','4','1',63,'01','38',1,38000
'2','16980','3','2','4','4',35,'01','39',2,140000
'-6','99999','3','1','6','1',79,'01','40',1,9600
'-6','16980','3','2','6','1',34,'01','44',2,71200
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','2','1','1',59,'02','40',2,200000
'-6','99999','3','1','1','1',59,'01','39',2,26200
'-6','16980','3','2','6','1',51,'02','40',1,42500
'-6','99999','3','2','6','1',26,'01','40',3,65000
'-6','99998','9','2','1','5',32,'03','32',6,101500
'1','31080','9','1','4','1',85,'01','39',1,38000
'-6','35620','2','2','1','1',80,'01','39',2,173000
'-6','31080','9','1','1','1',63,'01','46',2,340000
'-6','31080','9','2','1','1',68,'01','39',4,77000
'-6','31080','9','1','1','1',55,'01','45',3,352000
'-6','35620','2','2','3','1',85,'01','39',2,55000
'-6','31080','9','2','4','1',77,'01','44',1,63800
'-6','99999','3','1','3','1',80,'01','38',1,10000
'-6','99998','9','2','3','1',62,'01','42',1,78000
'-6','99998','2','2','6','1',63,'02','40',1,9600
'-6','99998','2','1','1','1',46,'01','43',2,175000
'2','31080','9','2','4','1',43,'01','42',3,22100
'-6','31080','9','1','1','5',47,'01','39',5,60020
'-6','31080','9','1','1','1',57,'01','44',2,145900
'-6','31080','9','2','1','4',58,'04','44',2,160410
'2','31080','9','2','6','1',21,'04','40',5,28000
'-6','31080','9','1','1','1',77,'01','43',2,232100
'-6','31080','9','2','1','1',46,'01','44',3,70000
'1','99998','9','1','1','1',30,'01','44',3,53000
'1','35620','2','2','6','5',27,'04','45',2,61200
'-6','31080','9','1','1','5',72,'01','31',4,48200
'-6','31080','9','1','1','5',50,'01','38',6,65100
'-6','31080','9','1','1','4',42,'01','40',5,237500
'-6','31080','9','2','3','1',85,'01','36',1,1400
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','31080','9','1','1','1',54,'01','38',2,205000
'-9','35620','2','1','6','1',61,'01','44',2,50000
'-6','31080','9','2','1','1',44,'04','45',5,160000
'-6','31080','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','35620','2','2','4','1',69,'01','46',1,1750
'-6','31080','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','35620','2','2','3','1',65,'01','39',2,73200
'-6','31080','9','2','6','5',79,'04','39',1,3700
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','2','6','1',49,'02','40',2,55000
'2','99998','2','2','1','1',71,'01','40',2,609108
'2','31080','9','1','6','5',25,'04','44',2,80000
'-6','35620','2','2','1','4',59,'02','41',5,210204
'-6','31080','9','2','4','1',55,'01','44',2,204000
'-6','31080','9','1','6','1',56,'01','44',1,80000
'-6','31080','9','1','6','1',62,'01','44',2,95000
'2','31080','9','1','6','1',25,'01','40',5,286100
'1','31080','9','1','6','1',28,'01','39',3,32000
'-6','31080','9','1','1','4',57,'04','44',4,130000
'-6','99999','3','2','3','1',78,'01','34',1,10000
'-6','99998','9','1','1','4',57,'01','39',6,129000
'1','99998','2','1','1','1',28,'01','39',5,60000
'-6','99998','2','2','1','1',54,'01','45',4,184000
'-6','31080','9','2','1','1',77,'01','42',2,82600
'-6','31080','9','2','1','1',59,'03','44',2,53000
'-6','35620','2','2','4','4',53,'01','39',2,40000
'2','31080','9','2','1','4',43,'01','39',5,45000
'-6','31080','9','1','1','4',54,'01','41',5,160408
'-6','99999','3','1','1','1',38,'01','39',4,36000
'-6','31080','9','1','1','4',59,'04','44',6,301600
'-6','31080','9','1','6','1',67,'01','47',1,63000
'-6','35620','2','1','3','1',72,'01','44',1,100000
'-6','31080','9','2','3','4',57,'04','44',4,114000
'-6','31080','9','1','1','4',55,'04','38',4,64000
'-6','35620','2','2','1','5',41,'02','39',4,140000
'-6','31080','9','1','1','1',55,'01','39',2,121600
'1','31080','9','1','6','5',30,'01','44',2,124000
'-6','99999','3','1','1','1',76,'01','39',2,33600
'-6','99998','9','1','1','1',63,'01','40',5,205000
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','2','2','4','1',66,'02','39',1,2000
'-6','31080','9','2','3','1',62,'07','36',1,15000
'-6','31080','9','1','4','1',64,'01','45',1,79400
'-6','31080','9','2','4','1',32,'01','39',4,45000
'2','31080','9','2','1','5',43,'04','34',3,0
'-6','31080','9','2','1','1',41,'01','44',2,240000
'2','31080','9','1','6','1',23,'01','42',2,108000
'-6','31080','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','1','4','1',85,'01','40',1,22200
'-6','35620','2','2','4','1',72,'01','45',1,74000
'-6','31080','9','1','1','1',40,'01','45',2,204000
'2','31080','9','2','1','1',66,'01','45',2,228500
'-6','35620','2','2','1','1',80,'01','39',2,54200
'2','31080','9','2','1','4',38,'01','39',4,111000
'2','31080','9','2','1','5',50,'04','44',4,45000
'-6','31080','9','1','1','1',65,'01','44',2,314000
'-6','99999','3','1','1','1',58,'01','43',5,107400
'-6','99998','9','2','1','1',56,'01','39',2,56000
'-6','31080','9','1','6','4',38,'04','44',3,107000
'-6','31080','9','1','6','1',29,'01','44',2,174000
'2','31080','9','1','3','1',80,'01','44',1,71500
'2','31080','9','1','4','4',57,'04','33',1,1010
'-6','31080','9','2','1','1',68,'01','45',2,349900
'-6','31080','9','1','4','1',45,'01','42',1,40000
'-6','99999','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','2','1','1',56,'01','44',4,48700
'1','99999','5','1','6','1',35,'02','39',2,71000
'2','99998','4','2','4','4',47,'02','44',3,115500
'-6','99998','4','1','2','1',36,'01','39',1,15400
'-6','99998','4','1','1','1',77,'01','44',2,76000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','6','2','6','1',25,'02','41',5,79000
'-6','99998','5','1','1','3',61,'01','39',2,63000
'-6','99998','6','2','1','4',73,'04','44',2,93000
'-6','99999','4','1','3','1',69,'01','44',1,57000
'-6','99999','6','1','5','1',50,'01','39',1,51000
'-6','99999','5','2','3','1',85,'01','39',1,3900
'-6','99998','6','1','1','4',56,'01','45',4,204400
'-6','99998','6','2','4','1',54,'02','44',2,40000
'-6','99998','4','2','6','4',41,'02','39',4,6000
'-6','99998','4','1','6','1',30,'01','42',3,65000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','1','1','1',58,'01','42',3,175000
'-6','99998','4','2','3','1',85,'02','39',1,2800
'-6','99998','4','1','1','1',69,'01','45',2,113000
'-6','99998','5','2','4','1',66,'02','38',1,16100
'-6','99998','5','1','1','1',55,'01','40',4,41600
'-6','99999','6','2','1','1',49,'01','40',3,14000
